<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.07.01	18:49:00	4083.23	4084.20	4082.48	4084.05	355	0	0
2026.07.01	18:50:00	4084.05	4087.95	4084.05	4085.34	459	0	0
2026.07.01	18:51:00	4085.32	4086.53	4085.26	4086.36	428	0	0
2026.07.01	18:52:00	4086.36	4086.46	4083.96	4085.01	349	0	0
2026.07.01	18:53:00	4085.01	4086.40	4084.78	4085.51	347	0	0
2026.07.01	18:54:00	4085.51	4085.89	4083.32	4084.37	367	0	0
2026.07.01	18:55:00	4084.37	4084.45	4081.06	4081.23	377	0	0
2026.07.01	18:56:00	4081.23	4081.57	4080.26	4081.26	384	0	0
2026.07.01	18:57:00	4081.26	4081.44	4079.66	4080.64	407	0	0
2026.07.01	18:58:00	4080.64	4080.64	4079.59	4079.66	313	0	0
2026.07.01	18:59:00	4079.66	4082.03	4079.66	4081.19	357	0	0
2026.07.01	19:00:00	4081.16	4085.76	4081.16	4085.63	522	0	0
2026.07.01	19:01:00	4085.63	4085.68	4083.29	4084.47	392	0	0
2026.07.01	19:02:00	4084.47	4085.69	4084.36	4085.49	450	0	0
2026.07.01	19:03:00	4085.49	4087.04	4085.18	4085.41	367	0	0
2026.07.01	19:04:00	4085.36	4086.19	4084.55	4085.51	395	0	0
2026.07.01	19:05:00	4085.51	4086.47	4084.46	4086.40	375	0	0
2026.07.01	19:06:00	4086.40	4088.54	4085.75	4087.98	363	0	0
2026.07.01	19:07:00	4087.98	4087.98	4086.51	4087.59	424	0	0
2026.07.01	19:08:00	4087.59	4087.83	4084.91	4084.96	389	0	0
2026.07.01	19:09:00	4084.95	4085.32	4084.13	4084.17	419	0	0
2026.07.01	19:10:00	4084.21	4084.67	4082.50	4082.87	396	0	0
2026.07.01	19:11:00	4082.87	4083.69	4082.66	4083.28	330	0	0
2026.07.01	19:12:00	4083.28	4084.74	4082.80	4084.52	324	0	0
2026.07.01	19:13:00	4084.52	4084.78	4082.92	4083.03	338	0	0
2026.07.01	19:14:00	4083.04	4083.43	4081.82	4082.56	304	0	0
2026.07.01	19:15:00	4082.51	4083.78	4082.46	4083.35	306	0	0
2026.07.01	19:16:00	4083.35	4083.40	4081.70	4082.82	405	0	0
2026.07.01	19:17:00	4082.85	4084.10	4082.52	4083.61	335	0	0
2026.07.01	19:18:00	4083.61	4083.61	4081.45	4081.96	413	0	0
2026.07.01	19:19:00	4081.97	4084.66	4081.88	4084.12	447	0	0
2026.07.01	19:20:00	4084.15	4085.17	4082.50	4083.20	414	0	0
2026.07.01	19:21:00	4083.20	4083.36	4081.26	4083.30	347	0	0
2026.07.01	19:22:00	4083.30	4083.31	4081.88	4082.27	470	0	0
2026.07.01	19:23:00	4082.27	4083.56	4081.99	4083.11	302	0	0
2026.07.01	19:24:00	4083.16	4083.22	4080.48	4081.90	290	0	0
2026.07.01	19:25:00	4081.90	4083.19	4081.68	4083.12	366	0	0
2026.07.01	19:26:00	4083.12	4083.27	4082.43	4083.05	270	0	0
2026.07.01	19:27:00	4083.04	4084.33	4082.96	4083.35	322	0	0
2026.07.01	19:28:00	4083.35	4084.19	4083.17	4083.76	287	0	0
2026.07.01	19:29:00	4083.75	4083.87	4081.35	4081.45	290	0	0
2026.07.01	19:30:00	4081.46	4083.40	4081.46	4082.90	256	0	0
2026.07.01	19:31:00	4082.90	4082.90	4079.08	4080.22	395	0	0
2026.07.01	19:32:00	4080.22	4081.39	4077.27	4077.71	372	0	0
2026.07.01	19:33:00	4077.71	4079.33	4077.54	4078.98	290	0	0
2026.07.01	19:34:00	4079.03	4079.12	4075.37	4076.33	414	0	0
2026.07.01	19:35:00	4076.33	4077.91	4076.33	4077.89	331	0	0
2026.07.01	19:36:00	4077.89	4078.88	4076.97	4078.21	363	0	0
2026.07.01	19:37:00	4078.21	4079.23	4077.59	4079.22	330	0	0
2026.07.01	19:38:00	4079.22	4080.33	4078.60	4078.61	252	0	0
2026.07.01	19:39:00	4078.65	4078.74	4077.03	4077.18	287	0	0
2026.07.01	19:40:00	4077.18	4077.52	4075.96	4076.01	318	0	0
2026.07.01	19:41:00	4076.01	4076.84	4075.12	4075.76	323	0	0
2026.07.01	19:42:00	4075.76	4076.81	4075.64	4076.28	312	0	0
2026.07.01	19:43:00	4076.28	4076.47	4072.80	4072.82	359	0	0
2026.07.01	19:44:00	4072.82	4074.69	4072.82	4074.55	312	0	0
2026.07.01	19:45:00	4074.55	4076.45	4074.31	4075.19	343	0	0
2026.07.01	19:46:00	4075.19	4075.23	4074.18	4074.57	379	0	0
2026.07.01	19:47:00	4074.57	4075.76	4074.47	4075.01	383	0	0
2026.07.01	19:48:00	4075.01	4075.01	4072.77	4072.77	444	0	0
2026.07.01	19:49:00	4072.77	4074.08	4072.77	4073.28	375	0	0
2026.07.01	19:50:00	4073.28	4074.23	4072.30	4074.08	480	0	0
2026.07.01	19:51:00	4074.08	4074.44	4070.87	4071.78	350	0	0
2026.07.01	19:52:00	4071.78	4073.35	4071.45	4071.84	363	0	0
2026.07.01	19:53:00	4071.84	4074.57	4071.82	4073.73	392	0	0
2026.07.01	19:54:00	4073.75	4073.86	4072.71	4073.20	342	0	0
2026.07.01	19:55:00	4073.20	4073.34	4072.30	4072.52	428	0	0
2026.07.01	19:56:00	4072.52	4072.94	4071.47	4072.89	410	0	0
2026.07.01	19:57:00	4072.89	4073.02	4071.73	4072.20	429	0	0
2026.07.01	19:58:00	4072.19	4072.83	4071.42	4071.84	360	0	0
2026.07.01	19:59:00	4071.81	4071.81	4070.57	4071.11	607	0	0
2026.07.01	20:00:00	4071.14	4071.95	4069.82	4070.83	450	0	0
2026.07.01	20:01:00	4070.83	4073.42	4070.83	4072.35	423	0	0
2026.07.01	20:02:00	4072.36	4073.67	4071.58	4073.09	387	0	0
2026.07.01	20:03:00	4073.09	4073.14	4070.10	4070.66	328	0	0
2026.07.01	20:04:00	4070.66	4072.08	4070.66	4071.68	272	0	0
2026.07.01	20:05:00	4071.66	4071.66	4069.87	4071.05	303	0	0
2026.07.01	20:06:00	4071.05	4071.11	4068.39	4068.73	380	0	0
2026.07.01	20:07:00	4068.73	4071.07	4068.73	4069.21	344	0	0
2026.07.01	20:08:00	4069.21	4070.17	4068.70	4069.81	346	0	0
2026.07.01	20:09:00	4069.81	4070.17	4068.26	4068.98	393	0	0
2026.07.01	20:10:00	4068.98	4069.51	4068.08	4069.49	427	0	0
2026.07.01	20:11:00	4069.49	4069.50	4067.74	4068.66	347	0	0
2026.07.01	20:12:00	4068.66	4069.98	4068.66	4069.95	290	0	0
2026.07.01	20:13:00	4069.95	4070.11	4067.92	4069.57	325	0	0
2026.07.01	20:14:00	4069.57	4071.81	4069.53	4071.33	303	0	0
2026.07.01	20:15:00	4071.34	4072.14	4071.00	4071.61	346	0	0
2026.07.01	20:16:00	4071.56	4071.80	4070.19	4070.74	330	0	0
2026.07.01	20:17:00	4070.74	4071.19	4069.45	4069.96	360	0	0
2026.07.01	20:18:00	4069.96	4070.07	4067.87	4067.97	298	0	0
2026.07.01	20:19:00	4067.97	4070.17	4067.97	4070.16	284	0	0
2026.07.01	20:20:00	4070.16	4071.61	4070.14	4071.12	324	0	0
2026.07.01	20:21:00	4071.12	4071.29	4069.29	4069.55	267	0	0
2026.07.01	20:22:00	4069.55	4070.93	4069.42	4070.70	282	0	0
2026.07.01	20:23:00	4070.69	4071.38	4070.06	4070.49	295	0	0
2026.07.01	20:24:00	4070.49	4071.76	4069.90	4070.27	396	0	0
2026.07.01	20:25:00	4070.25	4070.80	4069.62	4070.34	288	0	0
2026.07.01	20:26:00	4070.34	4070.64	4069.58	4070.16	294	0	0
2026.07.01	20:27:00	4070.16	4070.69	4069.72	4070.35	283	0	0
2026.07.01	20:28:00	4070.35	4070.35	4068.34	4068.49	383	0	0
2026.07.01	20:29:00	4068.49	4070.48	4067.81	4068.08	467	0	0
2026.07.01	20:30:00	4068.08	4071.77	4068.05	4071.17	270	0	0
2026.07.01	20:31:00	4071.17	4072.16	4070.62	4070.63	291	0	0
2026.07.01	20:32:00	4070.63	4070.72	4068.29	4069.52	386	0	0
2026.07.01	20:33:00	4069.52	4070.44	4068.77	4070.16	355	0	0
2026.07.01	20:34:00	4070.14	4070.98	4069.73	4070.71	365	0	0
2026.07.01	20:35:00	4070.71	4070.74	4069.93	4070.66	327	0	0
2026.07.01	20:36:00	4070.75	4070.91	4070.18	4070.79	288	0	0
2026.07.01	20:37:00	4070.79	4071.87	4070.51	4071.26	300	0	0
2026.07.01	20:38:00	4071.26	4071.68	4070.55	4070.89	337	0	0
2026.07.01	20:39:00	4070.89	4071.44	4070.59	4071.06	379	0	0
2026.07.01	20:40:00	4071.06	4071.60	4069.82	4071.33	325	0	0
2026.07.01	20:41:00	4071.33	4072.66	4070.85	4072.66	330	0	0
2026.07.01	20:42:00	4072.66	4073.30	4071.79	4072.26	246	0	0
2026.07.01	20:43:00	4072.26	4072.32	4071.43	4072.21	243	0	0
2026.07.01	20:44:00	4072.21	4072.26	4070.53	4070.98	264	0	0
2026.07.01	20:45:00	4070.98	4071.30	4070.37	4071.06	354	0	0
2026.07.01	20:46:00	4071.04	4071.87	4070.92	4071.41	258	0	0
2026.07.01	20:47:00	4071.41	4071.47	4070.22	4070.91	218	0	0
2026.07.01	20:48:00	4070.91	4071.57	4070.42	4070.93	287	0	0
2026.07.01	20:49:00	4070.93	4071.32	4070.58	4071.29	191	0	0
2026.07.01	20:50:00	4071.29	4072.16	4071.23	4071.23	250	0	0
2026.07.01	20:51:00	4071.23	4072.49	4070.96	4071.66	290	0	0
2026.07.01	20:52:00	4071.67	4072.14	4070.23	4071.13	281	0	0
2026.07.01	20:53:00	4071.13	4071.48	4070.91	4071.22	235	0	5
2026.07.01	20:54:00	4071.22	4071.41	4069.30	4070.21	250	0	0
2026.07.01	20:55:00	4070.21	4070.45	4068.24	4068.26	290	0	0
2026.07.01	20:56:00	4068.26	4069.72	4067.39	4069.16	324	0	0
2026.07.01	20:57:00	4069.16	4069.57	4067.72	4068.07	251	0	0
2026.07.01	20:58:00	4068.05	4068.59	4067.29	4067.64	271	0	0
2026.07.01	20:59:00	4067.64	4068.68	4067.61	4068.25	262	0	0
2026.07.01	21:00:00	4068.23	4070.41	4068.12	4069.30	278	0	0
2026.07.01	21:01:00	4069.30	4070.18	4069.20	4069.70	281	0	0
2026.07.01	21:02:00	4069.65	4069.74	4068.27	4069.34	353	0	0
2026.07.01	21:03:00	4069.34	4070.41	4069.30	4070.12	307	0	0
2026.07.01	21:04:00	4070.12	4070.40	4069.65	4070.23	404	0	0
2026.07.01	21:05:00	4070.26	4070.27	4069.23	4069.96	280	0	0
2026.07.01	21:06:00	4069.96	4070.20	4068.75	4069.02	351	0	0
2026.07.01	21:07:00	4069.02	4069.82	4068.95	4069.11	252	0	0
2026.07.01	21:08:00	4069.11	4069.11	4068.06	4068.40	235	0	0
2026.07.01	21:09:00	4068.40	4069.19	4067.94	4067.96	309	0	0
2026.07.01	21:10:00	4067.96	4068.98	4067.76	4067.78	241	0	0
2026.07.01	21:11:00	4067.78	4068.58	4067.29	4067.61	300	0	0
2026.07.01	21:12:00	4067.61	4068.13	4067.27	4067.52	266	0	1
2026.07.01	21:13:00	4067.52	4069.66	4067.33	4069.64	319	0	0
2026.07.01	21:14:00	4069.64	4070.77	4069.01	4069.08	238	0	0
2026.07.01	21:15:00	4069.01	4069.23	4068.10	4068.54	328	0	0
2026.07.01	21:16:00	4068.53	4068.60	4067.52	4068.43	306	0	0
2026.07.01	21:17:00	4068.43	4068.68	4067.88	4068.15	280	0	0
2026.07.01	21:18:00	4068.15	4068.66	4064.82	4065.85	338	0	0
2026.07.01	21:19:00	4065.85	4066.71	4065.85	4066.63	268	0	0
2026.07.01	21:20:00	4066.42	4066.89	4064.75	4065.21	229	0	0
2026.07.01	21:21:00	4065.21	4065.82	4063.75	4063.81	380	0	0
2026.07.01	21:22:00	4063.81	4066.08	4063.81	4066.05	262	0	0
2026.07.01	21:23:00	4066.08	4066.23	4063.78	4063.78	251	0	0
2026.07.01	21:24:00	4063.78	4065.10	4063.77	4065.08	252	0	0
2026.07.01	21:25:00	4065.12	4065.85	4064.93	4065.10	257	0	0
2026.07.01	21:26:00	4065.10	4065.10	4063.96	4064.13	263	0	0
2026.07.01	21:27:00	4064.12	4064.44	4063.42	4063.66	296	0	0
2026.07.01	21:28:00	4063.66	4063.76	4062.74	4063.51	316	0	0
2026.07.01	21:29:00	4063.51	4063.78	4061.10	4061.32	446	0	0
2026.07.01	21:30:00	4061.32	4063.72	4061.32	4062.82	358	0	0
2026.07.01	21:31:00	4062.82	4063.99	4062.73	4063.61	302	0	0
2026.07.01	21:32:00	4063.61	4064.06	4063.35	4063.89	240	0	0
2026.07.01	21:33:00	4063.89	4066.09	4063.76	4066.08	267	0	0
2026.07.01	21:34:00	4066.05	4066.05	4064.62	4064.85	372	0	0
2026.07.01	21:35:00	4064.85	4065.18	4064.22	4064.69	289	0	0
2026.07.01	21:36:00	4064.68	4064.75	4063.17	4063.42	307	0	0
2026.07.01	21:37:00	4063.40	4064.09	4063.21	4063.97	237	0	0
2026.07.01	21:38:00	4063.96	4064.94	4063.63	4064.79	243	0	0
2026.07.01	21:39:00	4064.79	4065.20	4063.46	4063.53	307	0	0
2026.07.01	21:40:00	4063.53	4063.66	4062.10	4062.53	317	0	0
2026.07.01	21:41:00	4062.53	4063.14	4062.26	4062.27	294	0	0
2026.07.01	21:42:00	4062.27	4062.57	4061.47	4062.05	388	0	0
2026.07.01	21:43:00	4062.05	4063.03	4061.45	4063.02	259	0	0
2026.07.01	21:44:00	4063.02	4063.07	4062.06	4063.05	264	0	0
2026.07.01	21:45:00	4063.06	4063.06	4061.80	4062.11	322	0	0
2026.07.01	21:46:00	4062.11	4063.20	4061.94	4063.08	328	0	0
2026.07.01	21:47:00	4063.08	4063.12	4061.73	4061.83	318	0	0
2026.07.01	21:48:00	4061.83	4062.66	4060.95	4062.55	374	0	0
2026.07.01	21:49:00	4062.55	4062.88	4061.41	4061.60	293	0	0
2026.07.01	21:50:00	4061.60	4062.22	4061.04	4061.20	118	0	0
2026.07.01	21:51:00	4059.88	4059.88	4058.92	4059.58	258	0	0
2026.07.01	21:52:00	4059.58	4060.23	4058.81	4059.03	240	0	0
2026.07.01	21:53:00	4059.03	4059.07	4057.85	4058.63	438	0	0
2026.07.01	21:54:00	4058.63	4059.39	4058.45	4058.55	280	0	4
2026.07.01	21:55:00	4058.55	4059.94	4058.27	4059.64	373	0	0
2026.07.01	21:56:00	4059.64	4061.04	4058.92	4060.90	262	0	0
2026.07.01	21:57:00	4060.86	4061.83	4060.76	4061.68	213	0	0
2026.07.01	21:58:00	4061.68	4062.62	4061.39	4062.37	282	0	0
2026.07.01	21:59:00	4062.36	4062.49	4061.62	4062.21	463	0	0
2026.07.01	22:00:00	4062.20	4065.72	4061.74	4065.48	345	0	0
2026.07.01	22:01:00	4065.48	4066.63	4064.81	4065.54	281	0	0
2026.07.01	22:02:00	4065.54	4065.93	4064.88	4064.88	265	0	0
2026.07.01	22:03:00	4064.88	4065.00	4064.17	4064.76	265	0	0
2026.07.01	22:04:00	4064.76	4066.21	4064.22	4066.21	315	0	0
2026.07.01	22:05:00	4066.21	4066.60	4065.15	4065.66	328	0	0
2026.07.01	22:06:00	4065.66	4065.66	4064.26	4065.00	272	0	0
2026.07.01	22:07:00	4064.99	4065.80	4064.86	4065.25	258	0	0
2026.07.01	22:08:00	4065.25	4067.93	4065.15	4067.56	283	0	0
2026.07.01	22:09:00	4067.56	4068.37	4067.11	4067.56	269	0	0
2026.07.01	22:10:00	4067.56	4067.56	4066.37	4066.79	274	0	0
2026.07.01	22:11:00	4066.79	4066.79	4065.04	4065.04	231	0	0
2026.07.01	22:12:00	4065.04	4065.37	4064.45	4065.15	229	0	0
2026.07.01	22:13:00	4065.15	4065.68	4064.87	4065.07	325	0	0
2026.07.01	22:14:00	4065.06	4066.41	4065.02	4065.50	240	0	0
2026.07.01	22:15:00	4065.52	4066.01	4065.19	4065.60	239	0	0
2026.07.01	22:16:00	4065.60	4066.22	4064.79	4065.01	249	0	0
2026.07.01	22:17:00	4065.00	4065.24	4063.92	4064.07	227	0	0
2026.07.01	22:18:00	4064.07	4064.07	4062.90	4062.95	196	0	0
2026.07.01	22:19:00	4062.95	4063.25	4061.30	4061.56	276	0	0
2026.07.01	22:20:00	4061.56	4062.36	4061.17	4061.22	253	0	0
2026.07.01	22:21:00	4061.22	4061.22	4059.44	4060.17	286	0	0
2026.07.01	22:22:00	4060.17	4060.21	4059.10	4059.59	315	0	0
2026.07.01	22:23:00	4059.59	4059.81	4058.38	4058.38	313	0	0
2026.07.01	22:24:00	4058.38	4058.95	4056.56	4056.77	335	0	0
2026.07.01	22:25:00	4056.77	4058.38	4056.74	4058.38	292	0	0
2026.07.01	22:26:00	4058.38	4059.65	4058.26	4058.72	298	0	0
2026.07.01	22:27:00	4058.72	4058.80	4057.74	4058.62	256	0	0
2026.07.01	22:28:00	4058.62	4059.16	4058.23	4058.99	266	0	0
2026.07.01	22:29:00	4058.99	4059.66	4058.91	4058.91	215	0	0
2026.07.01	22:30:00	4058.91	4059.73	4058.61	4059.25	249	0	0
2026.07.01	22:31:00	4059.24	4059.24	4057.86	4058.22	260	0	0
2026.07.01	22:32:00	4058.22	4058.23	4056.87	4057.47	224	0	0
2026.07.01	22:33:00	4057.47	4058.16	4057.07	4057.30	271	0	0
2026.07.01	22:34:00	4057.30	4057.42	4055.98	4056.55	270	0	0
2026.07.01	22:35:00	4056.55	4056.90	4055.86	4056.56	246	0	0
2026.07.01	22:36:00	4056.56	4056.87	4055.71	4056.27	334	0	0
2026.07.01	22:37:00	4056.27	4056.43	4055.34	4055.96	371	0	0
2026.07.01	22:38:00	4055.95	4056.09	4055.60	4055.73	235	0	0
2026.07.01	22:39:00	4055.73	4056.30	4055.73	4055.81	180	0	3
2026.07.01	22:40:00	4055.81	4055.95	4054.37	4054.71	504	0	0
2026.07.01	22:41:00	4054.71	4055.56	4054.61	4054.74	272	0	0
2026.07.01	22:42:00	4054.83	4054.85	4053.82	4054.03	319	0	0
2026.07.01	22:43:00	4054.10	4054.46	4053.74	4054.04	253	0	0
2026.07.01	22:44:00	4054.04	4054.04	4052.92	4053.87	326	0	0
2026.07.01	22:45:00	4053.87	4054.28	4050.91	4051.61	395	0	0
2026.07.01	22:46:00	4051.67	4052.33	4051.48	4051.86	570	0	0
2026.07.01	22:47:00	4051.86	4053.50	4051.79	4053.14	296	0	0
2026.07.01	22:48:00	4053.11	4053.49	4052.71	4052.76	233	0	0
2026.07.01	22:49:00	4052.76	4053.16	4051.63	4052.12	252	0	0
2026.07.01	22:50:00	4052.12	4052.54	4048.69	4049.89	461	0	0
2026.07.01	22:51:00	4049.88	4049.89	4045.88	4046.03	347	0	0
2026.07.01	22:52:00	4046.03	4046.10	4038.88	4041.43	799	0	0
2026.07.01	22:53:00	4041.43	4042.55	4039.41	4041.94	557	0	0
2026.07.01	22:54:00	4041.95	4042.67	4041.18	4041.36	574	0	0
2026.07.01	22:55:00	4041.36	4042.07	4039.25	4039.54	611	0	0
2026.07.01	22:56:00	4039.54	4039.91	4036.99	4037.91	551	0	0
2026.07.01	22:57:00	4037.91	4037.91	4034.48	4036.48	604	0	0
2026.07.01	22:58:00	4036.48	4039.30	4036.36	4039.30	545	0	0
2026.07.01	22:59:00	4039.30	4039.74	4037.70	4038.77	405	0	0
2026.07.02	01:00:00	3998.58	4035.01	3998.58	4033.34	467	0	48
2026.07.02	01:01:00	4033.34	4035.41	4033.34	4034.74	148	0	88
2026.07.02	01:02:00	4034.74	4038.37	4034.74	4038.11	155	0	47
2026.07.02	01:03:00	4038.11	4038.15	4035.95	4036.33	154	0	71
2026.07.02	01:04:00	4036.33	4039.03	4036.13	4038.97	123	0	84
2026.07.02	01:05:00	4038.97	4039.45	4037.76	4038.99	189	0	13
2026.07.02	01:06:00	4038.99	4039.58	4038.30	4039.50	102	0	19
2026.07.02	01:07:00	4039.50	4040.73	4038.83	4040.73	196	0	17
2026.07.02	01:08:00	4040.74	4040.87	4037.09	4037.21	239	0	9
2026.07.02	01:09:00	4037.07	4037.74	4035.29	4035.48	200	0	14
2026.07.02	01:10:00	4035.53	4036.99	4035.50	4035.79	191	0	0
2026.07.02	01:11:00	4035.79	4037.70	4035.79	4037.43	148	0	0
2026.07.02	01:12:00	4037.45	4037.66	4036.40	4036.50	158	0	0
2026.07.02	01:13:00	4036.50	4037.14	4035.95	4036.89	105	0	0
2026.07.02	01:14:00	4036.89	4037.54	4036.69	4036.70	103	0	0
2026.07.02	01:15:00	4036.70	4037.17	4035.93	4035.95	153	0	0
2026.07.02	01:16:00	4035.95	4036.40	4035.30	4036.32	136	0	0
2026.07.02	01:17:00	4036.30	4036.41	4034.79	4035.10	158	0	0
2026.07.02	01:18:00	4035.08	4036.98	4035.01	4036.73	169	0	0
2026.07.02	01:19:00	4036.79	4037.62	4035.86	4035.86	184	0	0
2026.07.02	01:20:00	4035.86	4037.83	4035.64	4037.83	213	0	0
2026.07.02	01:21:00	4037.82	4037.82	4036.91	4037.16	182	0	0
2026.07.02	01:22:00	4037.16	4037.29	4035.46	4037.24	176	0	0
2026.07.02	01:23:00	4037.24	4038.18	4036.90	4038.01	185	0	0
2026.07.02	01:24:00	4038.01	4039.07	4037.00	4038.62	177	0	0
2026.07.02	01:25:00	4038.60	4038.64	4037.66	4038.41	140	0	0
2026.07.02	01:26:00	4038.41	4038.56	4037.76	4038.53	115	0	0
2026.07.02	01:27:00	4038.53	4039.25	4037.98	4039.09	123	0	0
2026.07.02	01:28:00	4039.09	4039.21	4038.24	4038.61	154	0	0
2026.07.02	01:29:00	4038.61	4038.76	4038.14	4038.34	86	0	0
2026.07.02	01:30:00	4038.34	4038.34	4037.38	4037.71	179	0	18
2026.07.02	01:31:00	4037.72	4038.46	4037.16	4037.16	204	0	0
2026.07.02	01:32:00	4037.16	4038.76	4037.06	4037.94	176	0	2
2026.07.02	01:33:00	4037.94	4038.61	4037.42	4038.30	147	0	4
2026.07.02	01:34:00	4038.30	4038.33	4037.38	4037.98	106	0	5
2026.07.02	01:35:00	4037.99	4039.04	4037.31	4038.68	158	0	0
2026.07.02	01:36:00	4038.68	4040.35	4038.68	4039.52	146	0	16
2026.07.02	01:37:00	4039.51	4039.91	4038.44	4039.67	122	0	0
2026.07.02	01:38:00	4039.67	4039.90	4038.74	4039.67	136	0	16
2026.07.02	01:39:00	4039.67	4040.33	4038.93	4039.82	154	0	10
2026.07.02	01:40:00	4039.82	4040.05	4039.17	4039.51	105	0	20
2026.07.02	01:41:00	4039.51	4039.62	4039.11	4039.28	111	0	15
2026.07.02	01:42:00	4039.28	4040.77	4039.28	4039.98	144	0	19
2026.07.02	01:43:00	4039.98	4040.50	4039.77	4039.96	103	0	10
2026.07.02	01:44:00	4039.96	4040.36	4039.10	4039.93	158	0	0
2026.07.02	01:45:00	4039.93	4041.52	4039.84	4041.12	164	0	0
2026.07.02	01:46:00	4041.13	4042.39	4040.76	4042.28	144	0	18
2026.07.02	01:47:00	4042.30	4043.90	4041.99	4043.90	188	0	0
2026.07.02	01:48:00	4043.90	4043.96	4042.33	4043.01	152	0	0
2026.07.02	01:49:00	4043.01	4043.90	4042.53	4043.88	106	0	19
2026.07.02	01:50:00	4043.88	4044.48	4043.33	4043.84	146	0	12
2026.07.02	01:51:00	4043.80	4043.89	4043.17	4043.46	139	0	18
2026.07.02	01:52:00	4043.46	4043.99	4043.21	4043.23	93	0	0
2026.07.02	01:53:00	4043.25	4043.94	4043.00	4043.48	91	0	0
2026.07.02	01:54:00	4043.51	4043.55	4042.47	4042.62	116	0	6
2026.07.02	01:55:00	4042.62	4043.60	4042.62	4043.46	116	0	20
2026.07.02	01:56:00	4043.46	4043.51	4043.21	4043.41	82	0	21
2026.07.02	01:57:00	4043.41	4043.79	4043.39	4043.58	63	0	9
2026.07.02	01:58:00	4043.59	4044.57	4043.56	4044.26	111	0	1
2026.07.02	01:59:00	4044.26	4045.23	4043.97	4045.07	122	0	10
2026.07.02	02:00:00	4045.05	4045.08	4043.52	4043.64	164	0	4
2026.07.02	02:01:00	4043.64	4044.06	4043.12	4043.77	118	0	18
2026.07.02	02:02:00	4043.75	4043.81	4043.20	4043.20	105	0	15
2026.07.02	02:03:00	4043.21	4043.63	4042.85	4043.38	128	0	0
2026.07.02	02:04:00	4043.38	4043.80	4043.25	4043.42	121	0	20
2026.07.02	02:05:00	4043.42	4043.45	4042.25	4042.39	93	0	0
2026.07.02	02:06:00	4042.39	4042.82	4041.28	4041.93	152	0	0
2026.07.02	02:07:00	4041.93	4042.14	4041.71	4042.13	86	0	20
2026.07.02	02:08:00	4042.13	4042.50	4041.89	4042.37	69	0	19
2026.07.02	02:09:00	4042.37	4043.57	4041.45	4041.78	126	0	0
2026.07.02	02:10:00	4041.78	4042.28	4040.78	4040.78	159	0	8
2026.07.02	02:11:00	4040.78	4042.27	4040.55	4042.27	163	0	16
2026.07.02	02:12:00	4042.27	4042.84	4040.89	4040.94	154	0	0
2026.07.02	02:13:00	4040.95	4041.39	4038.04	4038.84	199	0	4
2026.07.02	02:14:00	4038.87	4039.18	4037.47	4037.63	183	0	14
2026.07.02	02:15:00	4037.63	4038.57	4037.53	4038.44	194	0	3
2026.07.02	02:16:00	4038.44	4038.83	4037.14	4037.23	154	0	1
2026.07.02	02:17:00	4037.30	4037.42	4036.02	4037.13	148	0	0
2026.07.02	02:18:00	4037.12	4038.04	4037.12	4037.68	99	0	19
2026.07.02	02:19:00	4037.68	4039.43	4037.64	4039.07	110	0	0
2026.07.02	02:20:00	4039.07	4039.26	4038.77	4039.21	90	0	3
2026.07.02	02:21:00	4039.21	4039.21	4038.35	4038.49	104	0	3
2026.07.02	02:22:00	4038.49	4038.56	4036.99	4037.14	122	0	0
2026.07.02	02:23:00	4037.14	4038.27	4036.99	4037.94	141	0	0
2026.07.02	02:24:00	4037.94	4038.13	4035.63	4035.84	148	0	0
2026.07.02	02:25:00	4035.84	4036.40	4035.41	4035.76	177	0	0
2026.07.02	02:26:00	4035.81	4036.49	4035.44	4035.52	141	0	9
2026.07.02	02:27:00	4035.52	4035.64	4033.80	4034.90	212	0	2
2026.07.02	02:28:00	4034.90	4036.48	4034.86	4036.23	166	0	11
2026.07.02	02:29:00	4036.23	4037.27	4035.85	4037.17	129	0	14
2026.07.02	02:30:00	4037.17	4038.38	4037.16	4038.31	147	0	4
2026.07.02	02:31:00	4038.31	4040.10	4038.31	4038.62	158	0	0
2026.07.02	02:32:00	4038.62	4040.48	4038.62	4039.46	144	0	0
2026.07.02	02:33:00	4039.46	4040.24	4039.42	4039.88	108	0	11
2026.07.02	02:34:00	4039.90	4040.09	4038.85	4038.89	137	0	20
2026.07.02	02:35:00	4038.90	4039.12	4038.34	4038.41	143	0	20
2026.07.02	02:36:00	4038.41	4039.57	4037.74	4037.83	140	0	0
2026.07.02	02:37:00	4037.83	4037.84	4036.94	4037.65	122	0	15
2026.07.02	02:38:00	4037.65	4037.76	4036.38	4036.43	81	0	2
2026.07.02	02:39:00	4036.43	4036.77	4035.12	4035.12	154	0	0
2026.07.02	02:40:00	4035.12	4035.99	4034.54	4035.66	177	0	0
2026.07.02	02:41:00	4035.66	4036.16	4035.41	4036.16	152	0	19
2026.07.02	02:42:00	4036.16	4036.48	4035.92	4036.46	85	0	20
2026.07.02	02:43:00	4036.44	4036.44	4035.48	4035.63	134	0	15
2026.07.02	02:44:00	4035.63	4036.09	4035.29	4035.74	192	0	5
2026.07.02	02:45:00	4035.73	4036.11	4033.41	4034.09	268	0	0
